"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0951011C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,60,67,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$20,001 TO $25,000",22500.5,1,0,43.483,-0.7229885
"0951013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.325,-1.048084
"0951014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,42,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,33.42,"$40,001 TO $50,000",45000.5,0,0,45.995,-0.4643948
"0951015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"SOME COLLEGE","SOME COLLEGE",0,0,57.83,39.2,"$50,001 TO $75,000",62500.5,0,0,41.537,-0.9233163
"0951020C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,38,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,38.18,35.92,"$20,001 TO $25,000",22500.5,1,0,47.228,-0.3374657
"0951023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,39,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,33.42,NA,"$10,001 TO $15,000",12500.5,1,1,42.321,-0.8426087
"0952002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,26,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.18,"$25,001 TO $30,000",27500.5,0,0,47.873,-0.2710672
"0952003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,28,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,39.2,"$40,001 TO $50,000",45000.5,0,0,50.987,0.04949837
"0952005C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,NA,29,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,33.42,"$40,001 TO $50,000",45000.5,0,0,44.257,-0.6433104
"0952007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,56,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,35.92,"$25,001 TO $30,000",27500.5,0,0,62.553,1.240141
"0952008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,33.42,NA,"$15,001 TO $20,000",17500.5,1,1,53.889,0.34824
"0952009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,34,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.92,"$40,001 TO $50,000",45000.5,0,0,62.13,1.196596
"0952010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.92,NA,"$25,001 TO $30,000",27500.5,0,0,24.868,-2.639279
"0952011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,33,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,39.18,"$20,001 TO $25,000",22500.5,1,1,45.584,-0.5067045
"0952013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,34,38,"9TH - 12TH GRADE","SOME COLLEGE",1,0,33.42,38.18,"$35,001 TO $40,000",37500.5,0,0,57.984,0.769793
"0952014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,48,"9TH - 12TH GRADE","SOME COLLEGE",1,0,48.69,38.18,"$30,001 TO $35,000",32500.5,0,0,49.402,-0.1136668
"0952015C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,43,42,"9TH - 12TH GRADE","VOC/TECH PROGRAM",1,1,NA,35.78,"$20,001 TO $25,000",22500.5,1,1,56.576,0.6248487
"0952016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.943,-0.1609178
"0952017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,35.92,"$25,001 TO $30,000",27500.5,0,0,52.554,0.2108106
"0952018C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,38.18,"$15,001 TO $20,000",17500.5,1,1,49.11,-0.1437263
"0952019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,52.564,0.21184
"0952020C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,34,34,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,48.69,"$40,001 TO $50,000",45000.5,0,0,34.417,-1.656273
"0952021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,33,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,57.83,"$50,001 TO $75,000",62500.5,0,0,43.903,-0.6797523
"0952022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,24,28,"8TH GRADE OR BELOW","SOME COLLEGE",1,0,35.78,35.78,"$15,001 TO $20,000",17500.5,1,1,60.018,0.9791797
"0952024C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,36,46,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,35.78,"$30,001 TO $35,000",32500.5,0,0,57.062,0.6748792
"0953002C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,48,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,48.69,"$50,001 TO $75,000",62500.5,0,0,43.427,-0.7287533
"0953003C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,33.42,35.78,"$30,001 TO $35,000",32500.5,0,0,41.579,-0.9189926
"0953004C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,49,"BACHELOR'S DEGREE","VOC/TECH PROGRAM",0,1,63.43,64.89,"$75,001 TO $100,000",87500.5,0,0,48.517,-0.2047717
"0953007C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,44,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,38.18,35.78,"$25,001 TO $30,000",27500.5,0,0,49.917,-0.06065101
"0953008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,48.732,-0.1826389
"0953010C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,42,42,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,48.69,35.63,"$25,001 TO $30,000",27500.5,0,0,42.883,-0.7847545
"0953011C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,59,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,0,47.666,-0.2923765
"0953013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,40,40,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$25,001 TO $30,000",27500.5,0,1,55.767,0.5415676
"0953015C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,46,47,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,32.103,-1.894484
"0953018C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,53.5,NA,"$30,001 TO $35,000",32500.5,0,1,53.076,0.264547
"0953021C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.538,-0.2026099
"0954001C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,34,"BACHELOR'S DEGREE","9TH - 12TH GRADE",0,1,NA,33.42,"$40,001 TO $50,000",45000.5,0,0,66.221,1.617737
"0954002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,37,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$20,001 TO $25,000",22500.5,0,1,48.352,-0.2217573
"0954003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","DOCTORATE OR PROFESSIONAL DEGREE",NA,0,77.5,NA,"$75,001 TO $100,000",87500.5,0,0,54.05,0.3648138
"0954004C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,42,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,51.784,0.1315442
"0954005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,40,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,46.798,-0.3817313
"0954006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,37,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,52.462,0.2013398
"0954009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,29.6,"$5,001 TO $10,000",7500.5,1,1,46.903,-0.3709223
"0954012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,63.43,"$50,001 TO $75,000",62500.5,0,0,49.172,-0.1373438
"0954014C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,33,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,48.69,"$50,001 TO $75,000",62500.5,0,0,56.524,0.6194957
"0954015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,40,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$75,001 TO $100,000",87500.5,0,0,65.933,1.58809
"0954017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,48,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,61.86,1.168801
"0954018C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,57.83,NA,"$30,001 TO $35,000",32500.5,0,0,50.802,0.03045385
"0954019C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,34,"8TH GRADE OR BELOW","VOC/TECH PROGRAM",1,1,NA,39.2,"$25,001 TO $30,000",27500.5,1,0,64.468,1.437278
"0954020C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.578,-1.124982
"0954022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,40,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$40,001 TO $50,000",45000.5,0,0,60.582,1.03724
"0954024C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,39,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,38.18,NA,"$10,001 TO $15,000",12500.5,1,0,49.608,-0.0924605
"0955003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.63,"$5,000 TO $5,000",5000,1,1,32.414,-1.862468
"0955004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,41,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.78,"$10,001 TO $15,000",12500.5,1,1,58.573,0.8304266
"0955005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,42,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,35.63,"$10,001 TO $15,000",12500.5,1,1,43.617,-0.7091941
"0955007C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,28,29,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,39.2,"$20,001 TO $25,000",22500.5,0,0,45.991,-0.4648066
"0955010C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,33.42,NA,"$10,001 TO $15,000",12500.5,1,1,39.768,-1.105423
"0955011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.533,-0.614898
"0955012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,29.6,"$10,001 TO $15,000",12500.5,1,1,31.991,-1.906013
"0955014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.801,-1.410856
"0955016C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,36,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,1,59.962,0.9734149
"0955020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,35,53,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,35.78,35.92,"$15,001 TO $20,000",17500.5,1,1,52.446,0.1996927
"0955021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.257,0.2831798
"0955022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,38.18,"$20,001 TO $25,000",22500.5,0,0,49.971,-0.05509207
"0955024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,39,"SOME COLLEGE","SOME COLLEGE",0,0,52.54,33.42,"$50,001 TO $75,000",62500.5,0,0,36.668,-1.424547
"0962001C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,29,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,39.18,35.92,"$30,001 TO $35,000",32500.5,0,0,34.774,-1.619522
"0962002C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,35,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,63.43,53.5,"$75,001 TO $100,000",87500.5,0,0,54.932,0.4556099
"0962004C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,38,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$5,000 TO $5,000",5000,1,0,42.1,-0.8653592
"0962005C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,40,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$50,001 TO $75,000",62500.5,0,0,64.564,1.44716
"0964001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$15,001 TO $20,000",17500.5,0,0,51.893,0.142765
"0964002C",0,"ASIAN",0,0,0,1,1,44,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,34.95,34.95,"$35,001 TO $40,000",37500.5,0,0,53.099,0.2669147
"0964003C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,40,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,39.18,"$50,001 TO $75,000",62500.5,0,0,44.75,-0.5925593
"0964004C",0,"ASIAN",0,0,0,1,2,35,33,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,35.78,"$5,001 TO $10,000",7500.5,1,0,28.421,-2.273521
"0964005C",0,"ASIAN",0,0,0,1,NA,31,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,57.521,0.7221302
"0964006C",0,"ASIAN",0,0,0,1,NA,31,34,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,35.78,33.42,"$20,001 TO $25,000",22500.5,1,NA,50.155,-0.03615049
"0964007C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,45,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.92,"$15,001 TO $20,000",17500.5,1,0,47.495,-0.3099798
"0964008C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,42,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,33.42,NA,"$10,001 TO $15,000",12500.5,1,0,40.488,-1.031304
"0964009C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,2,32,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,35.63,"$40,001 TO $50,000",45000.5,0,0,48.054,-0.2524345
"0964010C",0,"ASIAN",0,0,0,1,1,42,44,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,33.42,NA,"$25,001 TO $30,000",27500.5,0,0,47.437,-0.3159505
"0964011C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.817,-0.3797754
"0964012C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,38,40,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,55.055,0.4682719
"0964013C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,36,37,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,59,34.95,"$40,001 TO $50,000",45000.5,0,0,57.951,0.7663958
"0964015C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,30,41,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,34.95,"$50,001 TO $75,000",62500.5,0,0,62.851,1.270818
"0964019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,35,37,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,38.18,"$40,001 TO $50,000",45000.5,0,0,36.837,-1.40715
"0964020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,41,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,38.18,"$75,001 TO $100,000",87500.5,0,0,38.443,-1.241823
"0964022C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.082,-1.484872
"0966001C",0,"ASIAN",0,0,0,1,1,37,45,"9TH - 12TH GRADE","8TH GRADE OR BELOW",1,1,29.6,33.42,"$20,001 TO $25,000",22500.5,0,0,38.954,-1.189219
"0966002C",0,"ASIAN",0,0,0,1,1,42,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,33.42,39.18,"$75,001 TO $100,000",87500.5,0,0,52.859,0.2422083
"0966003C",0,"ASIAN",0,0,0,1,1,46,57,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,33.42,39.18,"$50,001 TO $75,000",62500.5,0,0,37.838,-1.304104
"0966004C",0,"ASIAN",0,0,0,1,1,32,39,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.78,34.95,"$30,001 TO $35,000",32500.5,0,0,37.961,-1.291442
"0966006C",0,"ASIAN",0,0,0,1,1,45,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$40,001 TO $50,000",45000.5,0,0,50.564,0.005953337
"0966007C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,46,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.18,"$50,001 TO $75,000",62500.5,0,0,44.581,-0.6099567
"0966008C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,2,43,52,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,33.42,34.95,"$40,001 TO $50,000",45000.5,0,0,59.357,0.9111342
"0966010C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,29.6,29.6,"$30,001 TO $35,000",32500.5,1,0,44.493,-0.6190157
"0966011C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,45,44,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,38.18,"$50,001 TO $75,000",62500.5,0,0,48.179,-0.2395665
"0966012C",0,"ASIAN",0,0,0,1,2,38,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.2,"$25,001 TO $30,000",27500.5,1,0,29.637,-2.148342
"0966013C",0,"ASIAN",0,0,0,1,1,31,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$25,001 TO $30,000",27500.5,0,0,41.783,-0.8979922
"0966014C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,44,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,35.78,NA,"$10,001 TO $15,000",12500.5,1,0,32.99,-1.803173
"0966015C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.087,0.05979271
"0966016C",0,"ASIAN",0,0,0,1,2,43,43,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,60.609,1.040019
"0966018C",0,"ASIAN",0,0,0,1,2,47,42,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,29.6,59,"$50,001 TO $75,000",62500.5,0,0,38.514,-1.234514
"0966019C",0,"ASIAN",0,0,0,1,1,35,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,34.95,34.95,"$35,001 TO $40,000",37500.5,0,0,34.913,-1.605213
"0966020C",0,"ASIAN",0,0,0,1,1,48,44,"SOME COLLEGE","9TH - 12TH GRADE",0,1,34.95,53.5,"$15,001 TO $20,000",17500.5,1,0,51.098,0.06092508
"0966021C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,45,47,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,41.26,-0.9518316
"0966023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,39,"9TH - 12TH GRADE","SOME COLLEGE",1,0,39.2,33.42,"$30,001 TO $35,000",32500.5,0,0,45.847,-0.4796304
"0967001C",0,"ASIAN",0,0,0,1,1,44,42,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","SOME COLLEGE",0,0,34.95,39.2,"$100,001 TO $200,000",150000.5,0,0,56.432,0.6100249
"0967002C",0,"ASIAN",0,0,0,1,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,33.42,NA,"$5,001 TO $10,000",7500.5,1,1,42.432,-0.831182
"0967003C",0,"ASIAN",0,0,0,1,1,51,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,33.42,38.18,"$25,001 TO $30,000",27500.5,0,0,56.217,0.5878921
"0967004C",0,"ASIAN",0,0,0,1,1,41,57,"8TH GRADE OR BELOW","BACHELOR'S DEGREE",1,0,33.42,33.42,"$15,001 TO $20,000",17500.5,1,0,59.899,0.9669295
"0967006C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,37,39,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,NA,29.6,"$100,001 TO $200,000",150000.5,0,0,48.008,-0.2571699
"0967007C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,26,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,48.69,35.92,"$25,001 TO $30,000",27500.5,0,0,45.597,-0.5053663
"0967008C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,63,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,33.42,38.18,"$20,001 TO $25,000",22500.5,1,0,53.516,0.3098421
"0967009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,34,33,"SOME COLLEGE","SOME COLLEGE",0,0,NA,39.18,"$40,001 TO $50,000",45000.5,0,0,56.993,0.6677761
"0967010C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,64.89,"$100,001 TO $200,000",150000.5,0,0,31.991,-1.906013
"0967013C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,2,27,38,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,52.984,0.2550762
"0967014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,34.95,NA,"$25,001 TO $30,000",27500.5,0,0,49.638,-0.0893722
"0967015C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,42,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$25,001 TO $30,000",27500.5,0,0,51.542,0.1066319
"0967016C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,36,39,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,50.929,0.04352766
"0967020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,47,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,35.92,"$75,001 TO $100,000",87500.5,0,0,52.402,0.1951632
